"Date","Ethereum - Difficulty","Ethereum Classic - Difficulty"
"2018/10/18",3237578316538163,2.0185525685483E+14
"2018/10/19",3.2136053127162E+15,2.0057759692528E+14
"2018/10/20",3157205682243966,1.9695849601627E+14
"2018/10/21",3128314975529842,1.9591750135065E+14
"2018/10/22",3.1146185821781E+15,1.9886615037261E+14
"2018/10/23",3.0998706964596E+15,2.0024259739184E+14
"2018/10/24",3.1473345687419E+15,1.9887230782633E+14
"2018/10/25",3.122245255375E+15,1.9586649777532E+14
"2018/10/26",3.0647926862841E+15,1.9190020028769E+14
"2018/10/27",3127761285103648,1.9499013737208E+14
"2018/10/28",3096523016005620,1.916551378418E+14
"2018/10/29",3.0518384618504E+15,1.8766450495238E+14
"2018/10/30",3099489581851619,1.8895641006287E+14
"2018/10/31",3.1084310348171E+15,1.8801758917477E+14
"2018/11/01",3.0615980247247E+15,1.9020145736212E+14
"2018/11/02",3.0045020361472E+15,1.8164592734926E+14
"2018/11/03",3.0008195947389E+15,1.791983250249E+14
"2018/11/04",3.0334950715355E+15,1.8260127726373E+14
"2018/11/05",2989387615286568,1.7994256754613E+14
"2018/11/06",3013425086775902,1.7992207552949E+14
"2018/11/07",3.0027383856829E+15,1.7723323691245E+14
"2018/11/08",3062212840481325,1.7849012683487E+14
"2018/11/09",3.0031364971031E+15,1.7929676610341E+14
"2018/11/10",2.9993008851926E+15,1.8065078892719E+14
"2018/11/11",3.0823951168714E+15,1.8078555830604E+14
"2018/11/12",3007847392320443,1.7584091855896E+14
"2018/11/13",3032519178181897,1.7582909074701E+14
"2018/11/14",3062799395857059,1.7642606257482E+14
"2018/11/15",3069794606956747,1.7786762736069E+14
"2018/11/16",3.0890232341738E+15,1.7502609663899E+14
"2018/11/17",3.0139729590922E+15,1.704993111556E+14
"2018/11/18",2991785921061280,1.6933473072373E+14
"2018/11/19",2996308598761106,1.6633320804961E+14
"2018/11/20",2.9253346007177E+15,1.6281809751144E+14
"2018/11/21",2.7897028822903E+15,1.5536444129729E+14
"2018/11/22",2.7567272188076E+15,1.5342640113004E+14
"2018/11/23",2.7645895154245E+15,1.5179213119125E+14
"2018/11/24",2.7570415238612E+15,1.5167430931807E+14
"2018/11/25",2707010252063751,1.4681284949839E+14
"2018/11/26",2694695626556127,1.4362533126858E+14
"2018/11/27",2.5162741933033E+15,1.3734434867329E+14
"2018/11/28",2.3997856356676E+15,1.3375977248451E+14
"2018/11/29",2419083794819300,1.33051092077E+14
"2018/11/30",2425633227354397,1.3156980546579E+14
"2018/12/01",2512715173157626,1.353004613908E+14
"2018/12/02",2.4254430867254E+15,1.3568080661233E+14
"2018/12/03",2421792604186906,1.413179376271E+14
"2018/12/04",2.4668169202146E+15,1.3381074981612E+14
"2018/12/05",2.3991040100826E+15,1.2631056406604E+14
"2018/12/06",2443511423464527,1.2697302151624E+14
"2018/12/07",2360514415848520,1.249790401853E+14
"2018/12/08",2.3091508510569E+15,1.2628193863792E+14
"2018/12/09",2.2890425911137E+15,1.2540619075694E+14
"2018/12/10",2359598295442062,1.2636175094706E+14
"2018/12/11",2350544392253284,1.2918504460091E+14
"2018/12/12",2258098227396557,1.2582513228082E+14
"2018/12/13",2.2190369988263E+15,1.2379274695018E+14
"2018/12/14",2216544178961867,1.2585188392533E+14
"2018/12/15",2.2223015236509E+15,1.2463164929125E+14
"2018/12/16",2.2226166422032E+15,1.2564697218163E+14
"2018/12/17",2.2414156414339E+15,1.2422649499418E+14
"2018/12/18",2.2199534186507E+15,1.2253213929561E+14
"2018/12/19",2.2545036112439E+15,1.2481386841029E+14
"2018/12/20",2.2413468790223E+15,1.2529164727542E+14
"2018/12/21",2.2633650043454E+15,1.2223863291012E+14
"2018/12/22",2267410862086375,1.2179272987466E+14
"2018/12/23",2300951669671214,1.1633593973006E+14
"2018/12/24",2386131983288240,1.1572199732283E+14
"2018/12/25",2.456450188201E+15,1.2004764204751E+14
"2018/12/26",2.5264661714065E+15,1.2505414615212E+14
"2018/12/27",2.4989491947117E+15,1.3786189804888E+14
"2018/12/28",2.4519098936342E+15,1.3212071753908E+14
"2018/12/29",2438650420454265,1.2618649585569E+14
"2018/12/30",2493085723019279,1.2535482003468E+14
"2018/12/31",2.5042216301111E+15,1.257498784722E+14
"2019/01/01",2.3982465769212E+15,1.2164893004474E+14
"2019/01/02",2424370581382824,1.1812166024309E+14
"2019/01/03",2591208341205066,1.1950798381983E+14
"2019/01/04",2592140443986810,1.1894724489055E+14
"2019/01/05",2.6373343757012E+15,1.2039544981958E+14
"2019/01/06",2.696379667584E+15,1.2346405227679E+14
"2019/01/07",2701574064117131,1.2751798936513E+14
"2019/01/08",2.66862829454E+15,1.1487531239427E+14
"2019/01/09",2.7038951321962E+15,1.1640070401783E+14
"2019/01/10",2674362619191130,1.1719047878828E+14
"2019/01/11",2692032647716248,1.2220290749093E+14
"2019/01/12",2624800536300680,1.2220982861323E+14
"2019/01/13",2608139705984278,1.4524102020513E+14
"2019/01/14",2.6333413569056E+15,1.3375755080096E+14
"2019/01/15",2.7020839659161E+15,1.211123811281E+14
"2019/01/16",2.6210485027326E+15,1.1971172908246E+14
"2019/01/17",2580831091838975,1.2105519498735E+14
"2019/01/18",2.5716633962926E+15,1.2139238147414E+14
"2019/01/19",2.6370704583209E+15,1.2429087449554E+14
"2019/01/20",2673566313435723,1.243693058904E+14
"2019/01/21",2840844087622223,1.3219325068004E+14
"2019/01/22",2878752296506207,1.3399299593753E+14
"2019/01/23",2752834586056830,1.290991469463E+14
"2019/01/24",2805104849380197,1.305474190267E+14
"2019/01/25",2.8125242151352E+15,1.3289528137457E+14
"2019/01/26",2749133557015788,1.2999780305241E+14
"2019/01/27",2.7395007961806E+15,1.2864405933409E+14
"2019/01/28",2.6052585046369E+15,1.2442688208438E+14
"2019/01/29",2.4437677123644E+15,1.1733931517457E+14
"2019/01/30",2.4045365187422E+15,1.1517984227222E+14
"2019/01/31",2465757939828109,1.1658157178036E+14
"2019/02/01",2408027966911153,1.1509535707722E+14
"2019/02/02",2358910170611813,1.1205519474409E+14
"2019/02/03",2.3546100288006E+15,1.1235290895606E+14
"2019/02/04",2361902705248721,1.1025769047963E+14
"2019/02/05",2363998855756183,1.0995871109488E+14
"2019/02/06",2.3488397434334E+15,1.0885408716771E+14
"2019/02/07",2.3340707426532E+15,1.0906317619704E+14
"2019/02/08",2.3717170265586E+15,1.1150275723231E+14
"2019/02/09",2370089679938167,1.0749560356233E+14
"2019/02/10",2799616234000190,1.1887263412746E+14
"2019/02/11",2.7904539714605E+15,1.2047907803341E+14
"2019/02/12",2845496665498758,1.2322426041541E+14
"2019/02/13",2813683136248474,1.2023981675639E+14
"2019/02/14",2.763885682502E+15,1.1899520299928E+14
"2019/02/15",2.7585561016444E+15,1.2017088740492E+14
"2019/02/16",2791492738498367,1.2157820783843E+14
"2019/02/17",2787183992533593,1.2003781439342E+14
"2019/02/18",2800543669058992,1.128103451491E+14
"2019/02/19",2931316443907579,117846675401227
"2019/02/20",2934330432681430,1.2034569747272E+14
"2019/02/21",2935972745889009,1.2008310524886E+14
"2019/02/22",2.9099846144192E+15,1.1967025507268E+14
"2019/02/23",3.0196390188831E+15,1.2254573443189E+14
"2019/02/24",3.0109903740273E+15,1.2020936635367E+14
"2019/02/25",2.966100005085E+15,1.1775275605408E+14
"2019/02/26",2978233508540383,1.2022387175565E+14
"2019/02/27",2974809174832816,1.2265845957004E+14
"2019/02/28",2.9274525164528E+15,1.220134539553E+14
"2019/03/01",2.0362745453474E+15,1.2401172036632E+14
"2019/03/02",1.9232530322759E+15,1.2299114556233E+14
"2019/03/03",1909053399665856,1.227865019019E+14
"2019/03/04",1887288061263891,1.1982374733152E+14
"2019/03/05",1.9024014432893E+15,1.2082977661955E+14
"2019/03/06",1.9116645139956E+15,1.1540343717686E+14
"2019/03/07",1.9045253522974E+15,1.1619263112882E+14
"2019/03/08",1929400117634395,1.186403135596E+14
"2019/03/09",1.8831879583096E+15,1.1437356500924E+14
"2019/03/10",1.884251749839E+15,1.1426611465454E+14
"2019/03/11",1.883358396028E+15,1.1691010706554E+14
"2019/03/12",1.8535608806775E+15,1.144696716005E+14
"2019/03/13",1841284698119305,1.1496065560885E+14
"2019/03/14",1.8525786445994E+15,1.1670040103976E+14
"2019/03/15",1.8590986978501E+15,1.1728352659705E+14
"2019/03/16",1892599435484352,1.1810899245129E+14
"2019/03/17",1.9016606528125E+15,1.1736827277730E+14
"2019/03/18",1.8831796745541E+15,1.1554326921932E+14
"2019/03/19",1.8092073144974E+15,1.1359432776399E+14
"2019/03/20",1.8660116344259E+15,1.1682831856833E+14
"2019/03/21",1.8616455684612E+15,1.2056165758963E+14
"2019/03/22",1842031209461610,1.2798228731336E+14
"2019/03/23",1833592266156393,1.2612864186316E+14
"2019/03/24",1.8466818565842E+15,1.2563899233276E+14
"2019/03/25",1843360821780303,1.2386823409206E+14
"2019/03/26",1794096152189202,1.2314189798557E+14
"2019/03/27",1761299986726933,1.1875990665287E+14
"2019/03/28",1.7752331733042E+15,1.2016943902794E+14
"2019/03/29",1.7914372413673E+15,1.1953719085854E+14
"2019/03/30",1716959438040999,1.1598335258784E+14
"2019/03/31",1.721429556437E+15,1.1469059344792E+14
"2019/04/01",1809756338437694,1.1800623985356E+14
"2019/04/02",1796568273618656,1.1726697673072E+14
"2019/04/03",1788931574783740,1.1918312179627E+14
"2019/04/04",1.8195240267664E+15,1.2141126280171E+14
"2019/04/05",1821339903382820,1.2426642335503E+14
"2019/04/06",1.8431942553254E+15,1.2596117088308E+14
"2019/04/07",1.8231894891217E+15,1.4079103739894E+14
"2019/04/08",1.8256168191333E+15,1.4486402518982E+14
"2019/04/09",1.8514974457589E+15,1.4182667176973E+14
"2019/04/10",1.8782523994078E+15,1.4327237240965E+14
"2019/04/11",1.8944819214222E+15,1.3994215298104E+14
"2019/04/12",1.8790527266364E+15,1.3769509555264E+14
"2019/04/13",1.8983927584068E+15,1.4038907237064E+14
"2019/04/14",1.9295681351703E+15,1.4248969128353E+14
"2019/04/15",1923712981917597,1.4153797742562E+14
"2019/04/16",1.8969861179627E+15,1.3935496339199E+14
"2019/04/17",1.8631017745114E+15,1.3517485518303E+14
"2019/04/18",1.8542426200083E+15,1.3142036156096E+14
"2019/04/19",1.8817138073793E+15,1.3327705291476E+14
"2019/04/20",1873586468911103,1.3225585844643E+14
"2019/04/21",1.8768353024559E+15,1.3088785303025E+14
"2019/04/22",1905395324442308,1.315536455654E+14
"2019/04/23",1.8959566356407E+15,1.2883872063714E+14
"2019/04/24",1.8536542108146E+15,1.2347198260947E+14
"2019/04/25",1.8505921365336E+15,1.2496801749491E+14
"2019/04/26",1.8488384197306E+15,1.2684262023601E+14
"2019/04/27",1.8940700398233E+15,1.3049387534579E+14
"2019/04/28",1.8850951605147E+15,1.2858262351327E+14
"2019/04/29",1905690034587347,1.3276652347195E+14
"2019/04/30",1928695429611980,1.3562508565262E+14
"2019/05/01",1.9195926816155E+15,134488235872920
"2019/05/02",1908352390903752,1.3282108637055E+14
"2019/05/03",1896924686550002,1.3175979845948E+14
"2019/05/04",1.9456265436428E+15,134656885214835
"2019/05/05",1.9581023545827E+15,1.3398875743584E+14
"2019/05/06",1.9179674332683E+15,1.2345955272304E+14
"2019/05/07",1.945358884738E+15,1.2336268609528E+14
"2019/05/08",1.933128943773E+15,1.2680570459741E+14
"2019/05/09",1.9334764993127E+15,1.2596270422244E+14
"2019/05/10",1.9254095979999E+15,1.2131082161513E+14
"2019/05/11",1.9498084221152E+15,1.1982054688632E+14
"2019/05/12",1.9705259848586E+15,1.1978043680002E+14
"2019/05/13",1.9640824951176E+15,1.2038670013086E+14
"2019/05/14",2.0058543949784E+15,1.1989696439506E+14
"2019/05/15",2.0275587643057E+15,1.2039977142971E+14
"2019/05/16",2028509045897907,1.2174192172396E+14
"2019/05/17",2.1158011986133E+15,1.22900239478E+14
"2019/05/18",2.1626600272887E+15,1.2603967377763E+14
"2019/05/19",2115431155046203,1.2456695315992E+14
"2019/05/20",2.0944134101019E+15,1.2100836142205E+14
"2019/05/21",2059313418670566,1.1883125587978E+14
"2019/05/22",2063611016186880,1.1726333604339E+14
"2019/05/23",2.0510248681757E+15,1.1528639738432E+14
"2019/05/24",2.0070075941468E+15,1.1450294225124E+14
"2019/05/25",2.0161541156616E+15,1.191476880241E+14
"2019/05/26",2014949432324708,115829219601080
"2019/05/27",2.0845819784352E+15,1.1894800056737E+14
"2019/05/28",2.0386202048923E+15,1.201601359362E+14
"2019/05/29",2.1188813325214E+15,1.2198529941762E+14
"2019/05/30",2.1446313972137E+15,1.2489483404771E+14
"2019/05/31",2.1007997115637E+15,1.2799451573881E+14
"2019/06/01",2112901729930458,1.305473160683E+14
"2019/06/02",2.1516187804008E+15,1.3389168944254E+14
"2019/06/03",2.0635228205396E+15,1.3697968609318E+14
"2019/06/04",2.0719967278232E+15,1.41701524122E+14
"2019/06/05",2.0235777235168E+15,1.3049874085968E+14
"2019/06/06",2100678926321673,1.3074208486193E+14
"2019/06/07",2.1192260233063E+15,1.3142491909058E+14
"2019/06/08",2.0647627306025E+15,1.3388249717080E+14
"2019/06/09",2.0250661754439E+15,1.3412143870591E+14
"2019/06/10",2030954751041043,1.3189050424102E+14
"2019/06/11",2.0363086830748E+15,1.2898072168406E+14
"2019/06/12",2.0296589302401E+15,1.27000747991E+14
"2019/06/13",1.9993632451666E+15,1.2512337299621E+14
"2019/06/14",2004823909663888,1.2642233840843E+14
"2019/06/15",2.0104429321954E+15,1.2507299576078E+14
"2019/06/16",2005504686060971,1.2435121527322E+14
"2019/06/17",2024351059329547,1.2640493655969E+14
"2019/06/18",2.0290628958378E+15,1.2574181621570E+14
"2019/06/19",2052797464273100,1.2412065047838E+14
"2019/06/20",2.0302802552382E+15,1.2307298260511E+14
"2019/06/21",2021983642222730,1.2003754752464E+14
"2019/06/22",1.9952425622277E+15,1.1700286370387E+14
"2019/06/23",2.0283993964441E+15,1.2030032879547E+14
"2019/06/24",2.075130108361E+15,1.203966830371E+14
"2019/06/25",2092172773917601,1.1945046242321E+14
"2019/06/26",2.1800145433891E+15,1.2096188530683E+14
"2019/06/27",2.1679197823301E+15,1.1167598167808E+14
"2019/06/28",2128016376600572,1.0754873369048E+14
"2019/06/29",2.1899828637277E+15,1.0968574730030E+14
"2019/06/30",2187357440472105,1.1141217206804E+14
"2019/07/01",2164523743806057,1.1170252245623E+14
"2019/07/02",2195022550866414,1.1391528210274E+14
"2019/07/03",2.1371194942509E+15,1.095216104539E+14
"2019/07/04",2.1178605889168E+15,1.0886078805625E+14
"2019/07/05",2.1362909262534E+15,1.1197567283081E+14
"2019/07/06",2.1607283445972E+15,1.1419353562339E+14
"2019/07/07",2.1502537715213E+15,1.1305674141296E+14
"2019/07/08",2.1353830652196E+15,1.1081302264444E+14
"2019/07/09",2.1837655542076E+15,1.0917645318135E+14
"2019/07/10",2.1979769400144E+15,1.0871438892712E+14
"2019/07/11",2.2367790063407E+15,1.0877230949412E+14
"2019/07/12",2269238358740816,1.0774849721863E+14
"2019/07/13",2.2377922149526E+15,1.0747192855307E+14
"2019/07/14",2.2599869879015E+15,1.0875929497147E+14
"2019/07/15",2.2790644913523E+15,1.0905754380807E+14
"2019/07/16",2.1995826696463E+15,1.0720771772607E+14
"2019/07/17",2246231621154095,1.1358474841986E+14
"2019/07/18",2.244270110287E+15,1.1486133664712E+14
"2019/07/19",2.200520894451E+15,1.1161945016752E+14
"2019/07/20",2.2199726508897E+15,1.1269092192546E+14
"2019/07/21",2.2004138484067E+15,1.1535048350181E+14
"2019/07/22",2.1631761685333E+15,1.1429505184526E+14
"2019/07/23",2.1979311284431E+15,1.1654516932116E+14
"2019/07/24",2.2130055454804E+15,1.1964072390693E+14
"2019/07/25",2208933967824463,1.1506761680076E+14
"2019/07/26",2.1812361777107E+15,1.170781071913E+14
"2019/07/27",2.2442298702311E+15,1.175704772069E+14
"2019/07/28",2.2273849905917E+15,1.1768852011655E+14
"2019/07/29",2.2287863698569E+15,1.1829382270376E+14
"2019/07/30",2.2457193933906E+15,1.1854073003464E+14
"2019/07/31",2.214317715571E+15,1.1792787213401E+14
"2019/08/01",2186554067202485,1.1566336470274E+14
"2019/08/02",2.1864669316682E+15,1.1452590643615E+14
"2019/08/03",2.2310406859937E+15,1.1351337188608E+14
"2019/08/04",2.2750290436886E+15,1.1832136864212E+14
"2019/08/05",2.2964267772795E+15,1.1998600153992E+14
"2019/08/06",2.3006017499695E+15,1.197640315976E+14
"2019/08/07",2.304187700751E+15,1.1631260020145E+14
"2019/08/08",2.3136510271547E+15,1.1999893530621E+14
"2019/08/09",2.2897754256978E+15,1.1887768227683E+14
"2019/08/10",2320542825848176,1.2134189404939E+14
"2019/08/11",2.298713984021E+15,1.2198378385328E+14
"2019/08/12",2.3097628135484E+15,1.2138978313775E+14
"2019/08/13",2321781475275562,1.2324474298761E+14
"2019/08/14",2.2875020194349E+15,1.2778452771396E+14
"2019/08/15",2.3166207955836E+15,1.3122216079653E+14
"2019/08/16",2286198137986443,1.3214959588025E+14
"2019/08/17",2.3423949870021E+15,1.3304808936408E+14
"2019/08/18",2.2677510634729E+15,1.2687410252442E+14
"2019/08/19",2281337434824763,1.2101866922302E+14
"2019/08/20",2.2452081006681E+15,1.2619006079247E+14
"2019/08/21",2228614257230620,1.366319170027E+14
"2019/08/22",2.1800139650254E+15,1.4575959678236E+14
"2019/08/23",2.2126200503352E+15,1.5516338324957E+14
"2019/08/24",2229803360819966,1.5523884061018E+14
"2019/08/25",2.1652813803449E+15,1.5210577433176E+14
"2019/08/26",2246441107865087,1.5823374345625E+14
"2019/08/27",2154569583375534,1.5873490959367E+14
"2019/08/28",2.1814910823743E+15,1.5924626937012E+14
"2019/08/29",2.2301333983843E+15,1.5360130314409E+14
"2019/08/30",2.2651283283176E+15,1.5627397710909E+14
"2019/08/31",2.2415941345069E+15,1.6171012000615E+14
"2019/09/01",2.227939226762E+15,1.5818302475866E+14
"2019/09/02",2.2433513290984E+15,1.5872004920421E+14
"2019/09/03",2273744050108076,1.6168248979878E+14
"2019/09/04",2.2269225214993E+15,1.6418162114046E+14
"2019/09/05",2.2370124253366E+15,1.7591230241188E+14
"2019/09/06",2.1771202357564E+15,1.7544110758694E+14
"2019/09/07",2277902366398615,1.699794316605E+14
"2019/09/08",2283723725341327,1.6434582895066E+14
"2019/09/09",2.2434367764318E+15,1.6049115176256E+14
"2019/09/10",2.2608050622929E+15,1.6096963231359E+14
"2019/09/11",2262207308283401,1.5436434344861E+14
"2019/09/12",2328303337077473,1.4458941939616E+14
"2019/09/13",2.3197023652972E+15,1.4609287684907E+14
"2019/09/14",2.3193349789565E+15,1.4695260798593E+14
"2019/09/15",2.320624192375E+15,1.4439184188019E+14
"2019/09/16",2.3594822532295E+15,141528391309805
"2019/09/17",2422785659611003,1.3933958731188E+14
"2019/09/18",2449168786542977,1.3688200154676E+14
"2019/09/19",2.4261128366754E+15,1.3391132900799E+14
"2019/09/20",2.4250237756855E+15,1.2869088736649E+14
"2019/09/21",2.5075465168208E+15,1.3098871673147E+14
"2019/09/22",2450662484240815,1.3274185365522E+14
"2019/09/23",2492390378290837,1.3499546094016E+14
"2019/09/24",2455788512103047,1.3486981587227E+14
"2019/09/25",2.4721261828836E+15,1.305913409196E+14
"2019/09/26",2503888016862004,1.3106820161071E+14
"2019/09/27",2.4835317913445E+15,1.2907877842582E+14
"2019/09/28",2475973481680339,1.2876170852883E+14
"2019/09/29",2451547170126610,1.2488778593396E+14
"2019/09/30",2.4613617513351E+15,1.2201947214253E+14
"2019/10/01",2.449818489718E+15,1.2375390889835E+14
"2019/10/02",2412054863369323,1.2277065525791E+14
"2019/10/03",2.3738512489925E+15,1.2005579480931E+14
"2019/10/04",2.3857421859279E+15,1.2120482701445E+14
"2019/10/05",2387834041212111,121903633494357
"2019/10/06",2393554241959079,1.2303287727227E+14
"2019/10/07",2398938913247369,1.2324334331303E+14
"2019/10/08",2.3888879335709E+15,1.1931641944121E+14
"2019/10/09",2.3688183833201E+15,1.1926837711936E+14
"2019/10/10",2418255518576291,1.2080986185951E+14
"2019/10/11",2473563504330847,1.2047441478612E+14
"2019/10/12",2.4087337094527E+15,1.2082905484926E+14
"2019/10/13",2.4611580396032E+15,120967597921577
"2019/10/14",2.4117989186235E+15,1.214620243535E+14
"2019/10/15",2516207775557752,1.2155139047637E+14
"2019/10/16",2492318145815961,1.2200122793318E+14
"2019/10/17",2486530148462043,1.1493967034283E+14
"2019/10/18",2407066924696037,1.197327752379E+14
"2019/10/19",2.4836206237566E+15,1.1895339961567E+14
"2019/10/20",2.4806458376466E+15,1.1921739877886E+14
"2019/10/21",2.4175201840414E+15,1.1797841272623E+14
"2019/10/22",2392022853360061,1.1704410604698E+14
"2019/10/23",2.4821657261166E+15,1.2272902179798E+14
"2019/10/24",2458663391683621,1.241303464447E+14
"2019/10/25",2422857483247925,1.2339014936574E+14
"2019/10/26",2.4360737917768E+15,1.2033322678249E+14
"2019/10/27",2416397768092151,1.2222352681544E+14
"2019/10/28",2406581452067040,1.2231698719793E+14
"2019/10/29",2.4267208092839E+15,1.2527093229845E+14
"2019/10/30",2.4531400815716E+15,1.2337372424775E+14
"2019/10/31",2.4668734391521E+15,1.2472902008559E+14
"2019/11/01",2464978057075607,1.2441257399283E+14
"2019/11/02",2.4634675663916E+15,1.2888267908957E+14
"2019/11/03",2.4272414372564E+15,1.25992974488E+14
"2019/11/04",2404264712194113,1.2487575814651E+14
"2019/11/05",2421937723421829,1.2339900337399E+14
"2019/11/06",2.4618877452112E+15,1.2545413855556E+14
"2019/11/07",2468418965327485,1.2750830086137E+14
"2019/11/08",2440985568207533,1.2872564630768E+14
"2019/11/09",2469337794756456,1.260812720209E+14
"2019/11/10",2.5235335978754E+15,1.2758196210188E+14
"2019/11/11",2.4925791855233E+15,1.2458190565498E+14
"2019/11/12",2.5137899773407E+15,1.2574208613991E+14
"2019/11/13",2.5651686592901E+15,1.2601497833549E+14
"2019/11/14",2516820631330685,1.2327220990657E+14
"2019/11/15",2503835864737148,1.2117440815366E+14
"2019/11/16",2454342093908715,1.1997331895271E+14
"2019/11/17",2.5043869024197E+15,122575196655391
"2019/11/18",2534156551424802,1.2056703069077E+14
"2019/11/19",2.4103107803796E+15,1.1653511028172E+14
"2019/11/20",2.3567662290688E+15,1.1396421255209E+14
"2019/11/21",2.455855793041E+15,1.1705193117365E+14
"2019/11/22",2434560067467606,1.1881874511266E+14
"2019/11/23",2.4405671500834E+15,1.1965687184017E+14
"2019/11/24",2.4506483005385E+15,1.2179667493961E+14
"2019/11/25",2531851477661658,1.218720544859E+14
"2019/11/26",2.4533884717413E+15,1.1970282901891E+14
"2019/11/27",2522861708362364,1.2169139881798E+14
"2019/11/28",2538430650865425,1.2251782463573E+14
"2019/11/29",2538603888365645,1.2303958494323E+14
"2019/11/30",2532424011804274,1.227610340415E+14
"2019/12/01",2.5300059820193E+15,1.22448272386E+14
"2019/12/02",2.5382324096874E+15,1.2259525865079E+14
"2019/12/03",2585801731873215,1.2331839428428E+14
"2019/12/04",2559110105035919,1.2458432541355E+14
"2019/12/05",2511602574789702,1.2261039748514E+14
"2019/12/06",2492341363791679,1.2234039062566E+14
"2019/12/07",2.5566434626302E+15,1.2650576517411E+14
"2019/12/08",2.4861222908872E+15,1.2566199210278E+14
"2019/12/09",2498407919192009,1.2471893977333E+14
"2019/12/10",2569204749012204,1.2627332716577E+14
"2019/12/11",2524277250853200,1.2611700605661E+14
"2019/12/12",2.5069355982846E+15,1.2523400656893E+14
"2019/12/13",2621770286282596,1.2495595787448E+14
"2019/12/14",2848512864360554,1.3182822408524E+14
"2019/12/15",2.8055742738722E+15,1.362757444366E+14
"2019/12/16",2.7997022120548E+15,1.3917637032162E+14
"2019/12/17",2691351108267649,1.4168508164106E+14
"2019/12/18",2.5999721546047E+15,1.3794632561552E+14
"2019/12/19",2594205090863797,1.3842647777323E+14
"2019/12/20",2527841661802456,1.4050272435972E+14
"2019/12/21",2.5528241394936E+15,1.4351962843076E+14
"2019/12/22",2554315092624545,1.5027802187528E+14
"2019/12/23",2565197255589467,1.5334427150449E+14
"2019/12/24",2.5348870050521E+15,1.4797323066503E+14
"2019/12/25",2.5064530627247E+15,1.4666983009347E+14
"2019/12/26",2488730631795398,1.5442706452293E+14
"2019/12/27",2492178193150642,1.6011505395328E+14
"2019/12/28",2529318299916527,1.6596565408343E+14
"2019/12/29",2559612836228634,1.6387760667449E+14
"2019/12/30",2.548326416155E+15,1.6887024685526E+14
"2019/12/31",2525715320312598,1.6019619794987E+14
"2020/01/01",2455803530504161,1.5919822401406E+14
"2020/01/02",2.2220977156136E+15,1.4898947235927E+14
"2020/01/03",1.9830998736823E+15,1.3501501722441E+14
"2020/01/04",2.0771792117405E+15,1.3562014948263E+14
"2020/01/05",2.0411284021712E+15,1.4317660335442E+14
"2020/01/06",2.0318461425145E+15,1.404327219767E+14
"2020/01/07",2107075773207027,1.4162233077803E+14
"2020/01/08",2.0652599629138E+15,1.3892376028803E+14
"2020/01/09",2.0150769155334E+15,1.4121213898731E+14
"2020/01/10",2.0771294665634E+15,1.4612958806356E+14
"2020/01/11",2.0962469414131E+15,1.5246542453007E+14
"2020/01/12",2074522124474636,1.5299920623096E+14
"2020/01/13",2.0798073442721E+15,1.5032442344495E+14
"2020/01/14",2.0731165238952E+15,1.5563343961083E+14
"2020/01/15",2.1194925582432E+15,1.7449553523639E+14
"2020/01/16",2.084330104282E+15,1.8730890795066E+14
"2020/01/17",2.0813150692023E+15,2.1032697924756E+14
"2020/01/18",2.0745140106516E+15,2.1655044389057E+14
"2020/01/19",2.0680508582302E+15,1.9632642508475E+14
"2020/01/20",2.0966622536759E+15,2.0775965717726E+14
"2020/01/21",2096823935938257,209088005934750
"2020/01/22",2.0912563281045E+15,2.1684637061779E+14
"2020/01/23",2.0761609135469E+15,2.1492061390655E+14
"2020/01/24",2127291573214112,2.1393882765847E+14
"2020/01/25",2.0932599983647E+15,2.1118600662747E+14
"2020/01/26",2.072439146289E+15,2.1411214990254E+14
"2020/01/27",2.0766632673693E+15,2.3377601197637E+14
"2020/01/28",2.0538448201974E+15,2.5098015677225E+14
"2020/01/29",2.083501344068E+15,2.6629411740053E+14
"2020/01/30",2.0576706001405E+15,2.6762818382845E+14
"2020/01/31",2.0577865915838E+15,2.5354678482744E+14
"2020/02/01",2.0465681553838E+15,2.4803761860641E+14
"2020/02/02",2.092379465869E+15,2.4391692133914E+14
"2020/02/03",2.0834307279637E+15,2.4620908165439E+14
"2020/02/04",2103272697183429,2.4795025199738E+14
"2020/02/05",2100043328021104,249392492233898
"2020/02/06",2.0940868581508E+15,2.3955123181518E+14
"2020/02/07",2.0899332176062E+15,2.1392532531834E+14
"2020/02/08",2.142113384249E+15,2.1316833718429E+14
"2020/02/09",2.1140449341691E+15,2.135950162986E+14
"2020/02/10",2.1153939738435E+15,2.1022707410437E+14
"2020/02/11",2144844448104149,215599680215284
"2020/02/12",2164395097019903,2.0392889719981E+14
"2020/02/13",2195762536568487,1.9306875412308E+14
"2020/02/14",2.2012484430702E+15,1.8855426873857E+14
"2020/02/15",2.2158599218543E+15,1.8147375189716E+14
"2020/02/16",2.2172244589907E+15,1.7234074160255E+14
"2020/02/17",2.2332641176887E+15,1.6438186185E+14
"2020/02/18",2.2421893499362E+15,1.5966136784854E+14
"2020/02/19",2.3143494248552E+15,1.6002822454293E+14
"2020/02/20",2.2692763649757E+15,1.6190172123697E+14
"2020/02/21",2236946954561042,1.5722816513297E+14
"2020/02/22",2.2782175395537E+15,1.6282007597377E+14
"2020/02/23",2265292035721431,1.6073899911871E+14
"2020/02/24",2.3125239596015E+15,1.6576717556114E+14
