"Date","Ethereum - Difficulty","Ethereum Classic - Difficulty"
"2017/05/22",4.6310260009026E+14,26213826406359
"2017/05/23",4.48716876168E+14,26514222874194
"2017/05/24",4.5897803322923E+14,35046663224654
"2017/05/25",4.5771142909331E+14,45408508188229
"2017/05/26",4.5654221759024E+14,42016574581001
"2017/05/27",4.7326774783534E+14,41380831133700
"2017/05/28",4.6917710843693E+14,45640363158485
"2017/05/29",4.8771308039488E+14,44343775851745
"2017/05/30",5.1321655399924E+14,41987874027161
"2017/05/31",5.1972379025137E+14,40399900206948
"2017/06/01",5.6100117769043E+14,41744310276802
"2017/06/02",5.7450582945112E+14,42752225199052
"2017/06/03",5.7575066085562E+14,42214409732013
"2017/06/04",5.9767840242118E+14,42189608094546
"2017/06/05",5.9965627491101E+14,41736486080073
"2017/06/06",615096733616105,41623754742505
"2017/06/07",6.3253410230551E+14,42053434517892
"2017/06/08",6.4065477842092E+14,42471951062141
"2017/06/09",6.3998832701178E+14,43206691801193
"2017/06/10",6.622332244813E+14,41465669087129
"2017/06/11",6.828573460346E+14,41782223530217
"2017/06/12",6.7633145442402E+14,42116987972811
"2017/06/13",6.9461733754353E+14,38351215668215
"2017/06/14",7.1318954477743E+14,37660025685164
"2017/06/15",7.282504813407E+14,38034702969957
"2017/06/16",7.3712477338692E+14,38159723129650
"2017/06/17",7.6152952510238E+14,40817414080886
"2017/06/18",7.6992264886976E+14,46303417519979
"2017/06/19",7.7546602058309E+14,47039336655988
"2017/06/20",8.4718481438941E+14,49825722408491
"2017/06/21",8.7430876231761E+14,52981889397203
"2017/06/22",8.7241931920418E+14,55039036763527
"2017/06/23",8.8153242253962E+14,57643426840822
"2017/06/24",888679962204642,58292523896667
"2017/06/25",9.0465351865722E+14,58347577546088
"2017/06/26",9.2385322918468E+14,64668593504248
"2017/06/27",9.3035919933239E+14,63997505658887
"2017/06/28",9.5006133746053E+14,61350987219819
"2017/06/29",9.627490409015E+14,58835527174933
"2017/06/30",9.7200900038764E+14,60057696911440
"2017/07/01",9.9263646950280E+14,63533991004827
"2017/07/02",1.0022083831095E+15,64743664987813
"2017/07/03",1.012941506663E+15,63608429971573
"2017/07/04",1027254107613641,65190220042061
"2017/07/05",1.0229560302637E+15,66912832656827
"2017/07/06",1.0372168085721E+15,67998838992692
"2017/07/07",1.0381861237043E+15,69205206213043
"2017/07/08",1.0559628920622E+15,69764415035062
"2017/07/09",1.0711075271466E+15,71693944262238
"2017/07/10",1198734948519299,81235274429815
"2017/07/11",1.2142027920762E+15,84156684706765
"2017/07/12",1185958514378981,95862338646648
"2017/07/13",1207944603412642,1.0612142195969E+14
"2017/07/14",1.1825557149918E+15,1.0725262266047E+14
"2017/07/15",1.2079449989948E+15,1.0667300471641E+14
"2017/07/16",1.2437819554643E+15,1.1150674990884E+14
"2017/07/17",1.2044940953681E+15,1.1397391709797E+14
"2017/07/18",1.2138973555541E+15,1.1496009662002E+14
"2017/07/19",1.233998957754E+15,1.0231812017273E+14
"2017/07/20",1271418308086239,91789500614910
"2017/07/21",1.3049709010232E+15,93317881240069
"2017/07/22",1.2782599088022E+15,95251712705736
"2017/07/23",1.3150278493074E+15,93957687350157
"2017/07/24",1.3025084997785E+15,92625132839706
"2017/07/25",1.3283803256027E+15,95019895721843
"2017/07/26",1.3314577705543E+15,96343399596465
"2017/07/27",1321720589477607,95480108415657
"2017/07/28",1.3323678990976E+15,96361017206018
"2017/07/29",1.3321783385552E+15,99021555270465
"2017/07/30",1359901481847607,97721827499210
"2017/07/31",1.4265512812223E+15,1.0060685553931E+14
"2017/08/01",1.6067300041268E+15,1.0359715083825E+14
"2017/08/02",1.6065244347956E+15,1.0413593921574E+14
"2017/08/03",1555875206148550,1.0456774274334E+14
"2017/08/04",1.5906679106123E+15,1.0681992257113E+14
"2017/08/05",1585688951967804,1.0325497670935E+14
"2017/08/06",1.5989320226454E+15,1.002487637412E+14
"2017/08/07",1.6199675006101E+15,95611259208106
"2017/08/08",1.6362562746649E+15,93875053883841
"2017/08/09",1.6613348200931E+15,89092304874050
"2017/08/10",1.6501267158589E+15,91722861183482
"2017/08/11",1.6401514869074E+15,89720051154405
"2017/08/12",1.6925271311126E+15,87570042064969
"2017/08/13",1.6908511395037E+15,84990524040462
"2017/08/14",1728855046751571,83745293191777
"2017/08/15",1.7343486023996E+15,83797903039093
"2017/08/16",1713530811032565,83827299899532
"2017/08/17",1.7384252941237E+15,83123020025713
"2017/08/18",1.7454455563113E+15,84921553093333
"2017/08/19",1.7958535316299E+15,84987009591754
"2017/08/20",1.7925930743712E+15,86707805090647
"2017/08/21",1785087230662370,83200419071807
"2017/08/22",1.8043975495427E+15,81146246994673
"2017/08/23",1.8430569580424E+15,87668351467844
"2017/08/24",1.8281888937158E+15,89449572353251
"2017/08/25",2.1546730625186E+15,94768364079034
"2017/08/26",2.2000063786783E+15,96762373787806
"2017/08/27",2.1801330851943E+15,97254511061898
"2017/08/28",2.1332783803725E+15,99015646373030
"2017/08/29",2.2040966275701E+15,97455254465973
"2017/08/30",2231150404737172,95139788477450
"2017/08/31",2.2155372017315E+15,95153756124791
"2017/09/01",2.2335689650634E+15,1.0505547664437E+14
"2017/09/02",2231260175994460,1.322875645434E+14
"2017/09/03",2.2502892399862E+15,1.2755187847308E+14
"2017/09/04",2.2439627584974E+15,1.261355866221E+14
"2017/09/05",2.2310414934142E+15,1.2508583363608E+14
"2017/09/06",2.23259998532E+15,1.2522478052214E+14
"2017/09/07",2.2538415808351E+15,1.2872566543861E+14
"2017/09/08",2.351173566317E+15,1.3166575597156E+14
"2017/09/09",2.3214051187895E+15,1.3023225783545E+14
"2017/09/10",2289896362744838,1.249561397497E+14
"2017/09/11",2312746407316729,1.2376910405045E+14
"2017/09/12",2375289937074934,1.254492909361E+14
"2017/09/13",2.3241379531772E+15,1.2445408709717E+14
"2017/09/14",2321975794050695,1.2532041007954E+14
"2017/09/15",2.366097201603E+15,1.1845191778636E+14
"2017/09/16",2.3501158333897E+15,1.1458822683916E+14
"2017/09/17",2.3908810469163E+15,1.123561889244E+14
"2017/09/18",2.3516528607463E+15,1.1108183850248E+14
"2017/09/19",2.3807744587276E+15,1.0845491749288E+14
"2017/09/20",2.3809567760883E+15,1.0597659949315E+14
"2017/09/21",2405383475001446,1.0160544229001E+14
"2017/09/22",2.9382369405456E+15,1.1133256607594E+14
"2017/09/23",2960802402189859,1.1297782323274E+14
"2017/09/24",2945612222319664,1.0988212829501E+14
"2017/09/25",2.9124213626908E+15,1.1066846915424E+14
"2017/09/26",2887116463204755,1.1261456594588E+14
"2017/09/27",2.9160430952392E+15,1.1826527497893E+14
"2017/09/28",2896071814918466,1.2139997962829E+14
"2017/09/29",2802970923363752,1.2321561340744E+14
"2017/09/30",2773894950878984,1.2236478912845E+14
"2017/10/01",2865649257474530,1.2437440038432E+14
"2017/10/02",2861170963745518,1.233780102408E+14
"2017/10/03",2.8388255951579E+15,1.2214273465525E+14
"2017/10/04",2.896354300459E+15,1.2302317294204E+14
"2017/10/05",2.9687469984323E+15,1.2232296774566E+14
"2017/10/06",2912478711912431,1.2176153891203E+14
"2017/10/07",2.8574380768506E+15,1.2005686547666E+14
"2017/10/08",2915521253407421,1.1858390245743E+14
"2017/10/09",2.9309556325219E+15,1.1927686092715E+14
"2017/10/10",2913484732911306,1.1437909979458E+14
"2017/10/11",2.9973861139531E+15,1.1475568688004E+14
"2017/10/12",2911727554677848,1.1572071816908E+14
"2017/10/13",3.0310118354448E+15,1.1357480433661E+14
"2017/10/14",2.9179982734369E+15,1.110797593954E+14
"2017/10/15",2962491103709443,1.1037595676467E+14
"2017/10/16",1.9223235377802E+15,1.1057257565804E+14
"2017/10/17",1.4307941600408E+15,1.0130091046731E+14
"2017/10/18",1.4126020146754E+15,94930104896191
"2017/10/19",1460304538028388,93789353388967
"2017/10/20",1448048385228952,92462675720813
"2017/10/21",1.4709351107064E+15,92035025309722
"2017/10/22",1.479882619648E+15,92764190160374
"2017/10/23",1.4558197169244E+15,93470883349254
"2017/10/24",1.4969205785522E+15,92205581504661
"2017/10/25",1.484204987132E+15,91074667348805
"2017/10/26",1.4370176197326E+15,92469181649097
"2017/10/27",null,null
"2017/10/28",null,null
"2017/10/29",null,null
"2017/10/30",null,null
"2017/10/31",null,null
"2017/11/01",1.506463331164E+15,89558875444572
"2017/11/02",1443325313524909,88183603805302
"2017/11/03",1.4195705288711E+15,86834206761129
"2017/11/04",1.4052218833296E+15,93569450785090
"2017/11/05",1.4395326155805E+15,99649387787576
"2017/11/06",1.4338048597723E+15,1.1221526573346E+14
"2017/11/07",1.4122150800615E+15,1.1172153669182E+14
"2017/11/08",1.4545375060784E+15,1.1118311717202E+14
"2017/11/09",1.4205930574004E+15,1.0540670468486E+14
"2017/11/10",1.4295916544656E+15,1.1067170799357E+14
"2017/11/11",1.4377438838848E+15,1.2993862458954E+14
"2017/11/12",1.487331219801E+15,1.4277118756207E+14
"2017/11/13",1.4567791997647E+15,1.188592421832E+14
"2017/11/14",1.448755022989E+15,1.234075402234E+14
"2017/11/15",1.4243602703966E+15,1.2159830129289E+14
"2017/11/16",1.3971352046611E+15,1.1932121349201E+14
"2017/11/17",1.4032159408399E+15,1.2143350309036E+14
"2017/11/18",1.3897382366104E+15,1.2273284428458E+14
"2017/11/19",1402316828783892,1.1923514748795E+14
"2017/11/20",1.4892142489654E+15,1.2672978948853E+14
"2017/11/21",1.4714627294917E+15,1.2294142018712E+14
"2017/11/22",1.4628478848204E+15,1.203127611822E+14
"2017/11/23",1.5188941483276E+15,1.1899713973526E+14
"2017/11/24",1.5493547657856E+15,1.1741175499984E+14
"2017/11/25",1.5620723896705E+15,1.194481566039E+14
"2017/11/26",1.5533795939411E+15,1.2258253323128E+14
"2017/11/27",1.5372051702782E+15,1.263230942437E+14
"2017/11/28",1.5080428536249E+15,1.5534862784615E+14
"2017/11/29",1520780408250060,1.5813958684191E+14
"2017/11/30",1542745956194406,1.4941264412267E+14
"2017/12/01",1.5469495583561E+15,1.5418400148206E+14
"2017/12/02",1.570293136111E+15,1.661532756333E+14
"2017/12/03",1.5097512493905E+15,1.5996384302881E+14
"2017/12/04",1.5308463992252E+15,1.6142398090026E+14
"2017/12/05",1477492059096129,1.5625361636626E+14
"2017/12/06",1.4684498096958E+15,153964641437301
"2017/12/07",1.4807191518432E+15,1.5277453511524E+14
"2017/12/08",1.5528904389455E+15,1.5176195089274E+14
"2017/12/09",1.5532021556492E+15,1.5507725024936E+14
"2017/12/10",1.5494267985763E+15,1.5211280661127E+14
"2017/12/11",1.5757121677835E+15,1.5384386965595E+14
"2017/12/12",1.5562609521379E+15,1.3884249534209E+14
"2017/12/13",1.6127374993022E+15,1.2589225747071E+14
"2017/12/14",1.6412991236348E+15,1.1774213424146E+14
"2017/12/15",1.7162793560769E+15,1.209140126681E+14
"2017/12/16",1740332446347657,1.2097859096046E+14
"2017/12/17",1.7546903262527E+15,1.2364603801293E+14
"2017/12/18",1783752977656594,1.2658691279741E+14
"2017/12/19",1736464975898556,1.2675300442752E+14
"2017/12/20",1.7161494775469E+15,1.2777042510134E+14
"2017/12/21",1.7415404444076E+15,1.2457119247081E+14
"2017/12/22",1.7258030111794E+15,1.251634154182E+14
"2017/12/23",1.7923565241985E+15,1.2394095147381E+14
"2017/12/24",1822644898874096,1.2117610499069E+14
"2017/12/25",1853229389024427,1.2017376642705E+14
"2017/12/26",1.8658312769328E+15,1.1600446605633E+14
"2017/12/27",1.8640219656506E+15,1.1713760288347E+14
"2017/12/28",1.9164238115022E+15,1.1671294950167E+14
"2017/12/29",1.8705506855315E+15,1.187120678066E+14
"2017/12/30",1.8746400204437E+15,1.1708034717818E+14
"2017/12/31",1.9195613466336E+15,1.1186619096531E+14
"2018/01/01",1.9350717266214E+15,1.1084500932633E+14
"2018/01/02",1924729868145049,1.1260902285609E+14
"2018/01/03",1.9043430021247E+15,1.1519388871532E+14
"2018/01/04",1895450077810928,1.127870340263E+14
"2018/01/05",1.9330640008908E+15,1.1270808909304E+14
"2018/01/06",1.8991322512954E+15,1.0917317950721E+14
"2018/01/07",1.9506465740731E+15,1.0844999609966E+14
"2018/01/08",2.0058098037725E+15,1.0744724489028E+14
"2018/01/09",2.0095169934196E+15,1.059692452342E+14
"2018/01/10",2005905468357510,1.0219641038012E+14
"2018/01/11",2.0754221961082E+15,1.0188008939091E+14
"2018/01/12",2.0996971980172E+15,1.0018292584875E+14
"2018/01/13",2.1408021628944E+15,97595030873450
"2018/01/14",2169168472872537,1.0000275597886E+14
"2018/01/15",2.1893719149843E+15,1.0347616378138E+14
"2018/01/16",2.2017466536276E+15,1.0534079796186E+14
"2018/01/17",2.2571742156561E+15,1.0668007656498E+14
"2018/01/18",2.2754863580547E+15,1.0637512233175E+14
"2018/01/19",2268779620398618,1.0946616504866E+14
"2018/01/20",2.3638228352465E+15,1.0488471965298E+14
"2018/01/21",2.37281463871E+15,1.0536232230302E+14
"2018/01/22",2.3951571905541E+15,1.0608747482407E+14
"2018/01/23",2399287063794763,106972024456006
"2018/01/24",2459967161560834,1.0430286197271E+14
"2018/01/25",2.5076033983579E+15,1.0352624654562E+14
"2018/01/26",2.5008525494567E+15,1.0829823819084E+14
"2018/01/27",2.485344291223E+15,1.0827702280886E+14
"2018/01/28",2500393505475140,1.1037987585982E+14
"2018/01/29",2.5913817441719E+15,1.0926739554806E+14
"2018/01/30",2596249976684859,1.1047935613048E+14
"2018/01/31",2.6267645067435E+15,1.0933704035258E+14
"2018/02/01",2666119494491553,1.1232213248391E+14
"2018/02/02",2.7114704304682E+15,1.0885373706985E+14
"2018/02/03",2765665325443517,1.1001123446374E+14
"2018/02/04",2759424946617990,1.0610364513777E+14
"2018/02/05",2.7862472950844E+15,1.0536438119247E+14
"2018/02/06",2.7870769104912E+15,1.0611494017294E+14
"2018/02/07",2837217537152574,1.0573929595724E+14
"2018/02/08",2.8217204698984E+15,1.0745167690094E+14
"2018/02/09",2.8772378154752E+15,1.1171092484114E+14
"2018/02/10",2.8344591712531E+15,1.1720621337627E+14
"2018/02/11",2950749152835298,1.1854089860046E+14
"2018/02/12",2943732872497906,1.2641030391517E+14
"2018/02/13",2.97156015561E+15,1.4685515749565E+14
"2018/02/14",2952816621621494,1.6314891598986E+14
"2018/02/15",2.8923020486611E+15,1.5150925356868E+14
"2018/02/16",2.9912234964307E+15,1.5296122005345E+14
"2018/02/17",2973718885372611,1.5277263444005E+14
"2018/02/18",3.0038218223128E+15,1.4964728108068E+14
"2018/02/19",2976957671534244,1.6004216945258E+14
"2018/02/20",2932875069369740,1.7461764777479E+14
"2018/02/21",2911436258045099,1.7244432540251E+14
"2018/02/22",2981196774998203,1.7368833876965E+14
"2018/02/23",2.9677116950629E+15,1.7394463910407E+14
"2018/02/24",2974924584558781,1.7742447887153E+14
"2018/02/25",3096446035780255,1.7931753862628E+14
"2018/02/26",3.0305333395103E+15,1.7725953706812E+14
"2018/02/27",2978767153901956,1.7387933696092E+14
"2018/02/28",3052568265040553,1.7187210981243E+14
"2018/03/01",3103058386818551,1.7422494907661E+14
"2018/03/02",3.0772443152755E+15,1.6943754740584E+14
"2018/03/03",3.1908153550523E+15,1.625594050327E+14
"2018/03/04",3.1401644413343E+15,1.5772585125643E+14
"2018/03/05",3135226015752465,1.5651367105617E+14
"2018/03/06",3.1184110019624E+15,1.5516557528376E+14
"2018/03/07",3.1942490464854E+15,1.488939804083E+14
"2018/03/08",3237862488797109,1.5156453036303E+14
"2018/03/09",3155883958898884,1.4639060577141E+14
"2018/03/10",3166734686927870,1.4404765119291E+14
"2018/03/11",3.1488913504238E+15,1.3984691658108E+14
"2018/03/12",3.1909813375944E+15,1.4415756783188E+14
"2018/03/13",3176688766423823,1.4082277987489E+14
"2018/03/14",3.1356980173432E+15,1.4237920474688E+14
"2018/03/15",3160924654163131,1.4168167115364E+14
"2018/03/16",3.2734117608646E+15,1.4062954075803E+14
"2018/03/17",3.2615622778773E+15,1.4043456046132E+14
"2018/03/18",3265556211482404,144379100003420
"2018/03/19",3.2872436749466E+15,1.4688933880348E+14
"2018/03/20",3281437349558869,1.5983657845212E+14
"2018/03/21",3261279286429783,1.6010622180946E+14
"2018/03/22",3225445238424118,1.5813062276624E+14
"2018/03/23",3.2843453123535E+15,1.6339024653258E+14
"2018/03/24",3218749003895188,1.6685871235144E+14
"2018/03/25",3.2645684152501E+15,1.6572163444302E+14
"2018/03/26",3333441475494625,1.6692861799067E+14
"2018/03/27",3274585882463590,1.6292547558548E+14
"2018/03/28",3.2583028937062E+15,1.656315514373E+14
"2018/03/29",3.1834915065042E+15,1.6477834772852E+14
"2018/03/30",3.2119512946375E+15,1.6889565995032E+14
"2018/03/31",3.1890756188735E+15,1.6132511858112E+14
"2018/04/01",3.2396182330473E+15,1.6399461678875E+14
"2018/04/02",3.1978789275868E+15,1.6049513299537E+14
"2018/04/03",3130318842246530,1.6188302110339E+14
"2018/04/04",3.1769818027878E+15,1.6431319298974E+14
"2018/04/05",3.151225900265E+15,1.6749048463974E+14
"2018/04/06",3256199538233078,1.7090687322998E+14
"2018/04/07",3235885305959205,1.6875750487005E+14
"2018/04/08",3.1913731303822E+15,1.6743650899892E+14
"2018/04/09",3.0889642603134E+15,1.5929802452614E+14
"2018/04/10",3135858403362697,1.5788262477446E+14
"2018/04/11",3146614700508011,1.6464878196892E+14
"2018/04/12",3131513601624278,1.7300737758241E+14
"2018/04/13",3.0859862531511E+15,1.6675125442863E+14
"2018/04/14",3.1323149975004E+15,1.6815148178812E+14
"2018/04/15",3137466930260492,1.6367565671302E+14
"2018/04/16",3113712319018335,1.6531151749125E+14
"2018/04/17",3.1327956352998E+15,1.656599445055E+14
"2018/04/18",3.0781585781766E+15,1.66643625858E+14
"2018/04/19",3.0983609074757E+15,1.6544189967781E+14
"2018/04/20",3.07011167324E+15,1.6419666939964E+14
"2018/04/21",3.1682460214784E+15,1.6319657606794E+14
"2018/04/22",3.1467362933675E+15,1.5991328189895E+14
"2018/04/23",3181240721748997,1.5451309622581E+14
"2018/04/24",3132065745809743,1.5723447306404E+14
"2018/04/25",3129306090801151,1.5432671939105E+14
"2018/04/26",3.2131811061853E+15,1.5405039049909E+14
"2018/04/27",3152285278420487,1.5673094392297E+14
"2018/04/28",3128856393102740,1.5389208135974E+14
"2018/04/29",3.1908297010047E+15,1.5375867580931E+14
"2018/04/30",3196315559599619,1.5356025764501E+14
"2018/05/01",3113972523544065,1.5178848824313E+14
"2018/05/02",3111333123485250,1.5619166650806E+14
"2018/05/03",3.1645944574011E+15,1.7563593883801E+14
"2018/05/04",3.2027944456678E+15,1.7810092893378E+14
"2018/05/05",3.2421958150312E+15,176357190633889
"2018/05/06",3.2719822027622E+15,1.7704861925241E+14
"2018/05/07",3.3277802460206E+15,1.7694383514187E+14
"2018/05/08",3.3435685653095E+15,1.7587737657027E+14
"2018/05/09",3268429357612428,1.687203277806E+14
"2018/05/10",3279763711930116,1.7036439339542E+14
"2018/05/11",3.2852119129817E+15,1.6574243250163E+14
"2018/05/12",3.3670820764772E+15,1.6882998412948E+14
"2018/05/13",3.3970101869749E+15,1.6868194953182E+14
"2018/05/14",3.3221582328359E+15,1.6798669129375E+14
"2018/05/15",3262634125326329,1.6137174015048E+14
"2018/05/16",3286345183564998,1.6008859114971E+14
"2018/05/17",3.280925637938E+15,1.602335844089E+14
"2018/05/18",3236627209022472,1.5921882216747E+14
"2018/05/19",3.2502117288184E+15,1.533122294501E+14
"2018/05/20",3.307964523985E+15,1.5699493366139E+14
"2018/05/21",3341722032929884,1.5375335805997E+14
"2018/05/22",3.3232814140371E+15,1.5351310982657E+14
"2018/05/23",3.2521725264703E+15,1.526612029846E+14
"2018/05/24",3.2236100663189E+15,1.4849828740074E+14
"2018/05/25",3.2029916697295E+15,1.4536092177758E+14
"2018/05/26",3.2531277756716E+15,1.4600947092651E+14
"2018/05/27",3.215113696439E+15,1.4461510857966E+14
"2018/05/28",3.2323920357928E+15,1.4386068558309E+14
"2018/05/29",3218952939947267,1.4454848211194E+14
"2018/05/30",3.1772581435731E+15,1.1589746766269E+14
"2018/05/31",3.2493031020081E+15,1.2141291612879E+14
"2018/06/01",3.1516541306116E+15,1.1174157420979E+14
"2018/06/02",3.1941289185178E+15,1.1030399740438E+14
"2018/06/03",3.2025929011025E+15,1.0942374090057E+14
"2018/06/04",3159146670306134,1.0717684862911E+14
"2018/06/05",3232844547073692,1.0792631879248E+14
"2018/06/06",3.1633929407889E+15,1.0495787357484E+14
"2018/06/07",3161717646135360,1.0554235846369E+14
"2018/06/08",3196858025453876,1.0632975995822E+14
"2018/06/09",3.3034972837042E+15,1.09289897167E+14
"2018/06/10",3.252140929108E+15,1.0973437103278E+14
"2018/06/11",3.235937527065E+15,1.0456344662395E+14
"2018/06/12",3.3330426096581E+15,1.2645659574607E+14
"2018/06/13",3.26956308246E+15,1.2742832399556E+14
"2018/06/14",3.2769123982608E+15,1.2379888930949E+14
"2018/06/15",3257052453297907,1.1520889700274E+14
"2018/06/16",3293273003282129,1.23198195018E+14
"2018/06/17",3295288498614167,1.2331692387498E+14
"2018/06/18",3397011425173851,1.2703778135895E+14
"2018/06/19",3.4350295128251E+15,1.3120359960943E+14
"2018/06/20",3375738358063861,1.3381602250349E+14
"2018/06/21",3.4565400692795E+15,1.4862489735916E+14
"2018/06/22",3428843483299105,1.5129858301177E+14
"2018/06/23",3.3944688645356E+15,1.4599704631216E+14
"2018/06/24",3.4548604823731E+15,1.4457797302227E+14
"2018/06/25",3396680512660090,1.5503865567008E+14
"2018/06/26",3362826853782784,1.5813756953782E+14
"2018/06/27",3486660895037215,1.5821933585451E+14
"2018/06/28",3406501442167828,1.5873195168666E+14
"2018/06/29",3378949753377580,1.5955208419339E+14
"2018/06/30",3.4700853895545E+15,1.6558397893069E+14
"2018/07/01",3361516796005590,1.6032702465342E+14
"2018/07/02",3.3921109323889E+15,1.5955529718519E+14
"2018/07/03",3455917200717657,1.5844169693185E+14
"2018/07/04",3.4367892821526E+15,1.6234974423948E+14
"2018/07/05",3.5604065487074E+15,1.6565896759156E+14
"2018/07/06",3511897316857444,1.7197333057327E+14
"2018/07/07",3.525426804281E+15,1.7278517777504E+14
"2018/07/08",3452745477425563,1.740596786569E+14
"2018/07/09",3.5311741987502E+15,1.8446231774389E+14
"2018/07/10",3499090624103494,1.7585575853828E+14
"2018/07/11",3.3570716243563E+15,1.7277107884989E+14
"2018/07/12",3441982928860222,1.7098886956064E+14
"2018/07/13",3446238480969901,1.7776989727079E+14
"2018/07/14",3424541366446869,1.7300703178113E+14
"2018/07/15",3422096291570314,1.708184930947E+14
"2018/07/16",3.445540792752E+15,1.7083890925449E+14
"2018/07/17",3.4508887199461E+15,1.671439969756E+14
"2018/07/18",3.4783782780558E+15,1.6868693945928E+14
"2018/07/19",3.4338154064169E+15,1.7055778198843E+14
"2018/07/20",3.4278933934774E+15,1.7537034927338E+14
"2018/07/21",3236425269177567,1.7163280240309E+14
"2018/07/22",3345711445336238,1.6977329606376E+14
"2018/07/23",3.5159781715223E+15,1.7333397366846E+14
"2018/07/24",3425927488918798,1.7057666909742E+14
"2018/07/25",3475587900712853,1.748363526187E+14
"2018/07/26",3529121429746141,1.7049616816691E+14
"2018/07/27",3.5031204699182E+15,1.6749463342070E+14
"2018/07/28",3544915982253264,1.7264433727996E+14
"2018/07/29",3.5574751785097E+15,1.7104608812228E+14
"2018/07/30",3562924043688797,1.7529344577572E+14
"2018/07/31",3529739146569543,1.7857531731379E+14
"2018/08/01",3.5152777768736E+15,1.811702232426E+14
"2018/08/02",3.5540808763095E+15,1.7791323367494E+14
"2018/08/03",3.47733497614E+15,1.7175129635313E+14
"2018/08/04",3565682378545688,1.8859254667414E+14
"2018/08/05",3.567618848573E+15,193461082268927
"2018/08/06",3595327310955996,2.0680117021182E+14
"2018/08/07",3566361553129408,2.2540521272709E+14
"2018/08/08",3.5912008438026E+15,2.1169983023243E+14
"2018/08/09",3606036188514829,2.0288988838519E+14
"2018/08/10",3.5823810340026E+15,1.9884796047763E+14
"2018/08/11",3553788514168699,2.0154950501837E+14
"2018/08/12",3.4909409248746E+15,1.9445440708118E+14
"2018/08/13",3.5004127167211E+15,1.9703625106725E+14
"2018/08/14",3545297260993193,199339658386898
"2018/08/15",3.5069070550997E+15,1.9762980742811E+14
"2018/08/16",3.4366752357037E+15,2.1854307232343E+14
"2018/08/17",3.4830343912225E+15,2.1409274236812E+14
"2018/08/18",3.44165145052E+15,2.1224384205505E+14
"2018/08/19",3468867131969882,2.1166489694500E+14
"2018/08/20",3.4947431238316E+15,2.0945165043257E+14
"2018/08/21",3.5160864072125E+15,2.0967200852948E+14
"2018/08/22",3593973103111186,2.1414457415061E+14
"2018/08/23",3.451970551527E+15,2.0625478294103E+14
"2018/08/24",3431231393128216,2.0764615780321E+14
"2018/08/25",3500504985177645,2.1125311719487E+14
"2018/08/26",3569733749332629,2.1434070322729E+14
"2018/08/27",3495414147380466,2.1173166589252E+14
"2018/08/28",3491155016920248,2.0896571651438E+14
"2018/08/29",3456093007050616,2.0985814661048E+14
"2018/08/30",3.432294223013E+15,2.0913373108237E+14
"2018/08/31",3.465883560589E+15,2.0970927785278E+14
"2018/09/01",3.4272187793521E+15,2.0831760602957E+14
"2018/09/02",3385920740765809,2.0324758619241E+14
"2018/09/03",3.4065373990084E+15,2.201649657868E+14
"2018/09/04",3394753992666521,2.237949031818E+14
"2018/09/05",3435482454953360,222209082525502
"2018/09/06",3399787826872014,2.250519625643E+14
"2018/09/07",3399656455552748,2.3498553765677E+14
"2018/09/08",3375919593398578,2.3846111619993E+14
"2018/09/09",3209593043515458,2.4121342484552E+14
"2018/09/10",3.2209749920071E+15,242972720977439
"2018/09/11",3197340149390744,2.4873598435614E+14
"2018/09/12",3133091795265986,2.4517001468475E+14
"2018/09/13",3.049946197635E+15,2.3118749017322E+14
"2018/09/14",3142743480649868,2.1993458873921E+14
"2018/09/15",3.1466849140599E+15,2.1948225050318E+14
"2018/09/16",3129494677715775,216344843270051
"2018/09/17",3140086572915643,2.1656725765771E+14
"2018/09/18",3178891797124400,2.184605101385E+14
"2018/09/19",3170660093786085,2.1663178155194E+14
"2018/09/20",3176542287149020,2.1449388616205E+14
"2018/09/21",3112105439760298,2.0617732998533E+14
"2018/09/22",3.2780898296255E+15,2.0992897556667E+14
"2018/09/23",3.2489822933097E+15,2.072675855748E+14
"2018/09/24",3.2646819852208E+15,2.0793397975052E+14
"2018/09/25",3.2225553562254E+15,2.1315292421952E+14
"2018/09/26",3.283669089025E+15,2.1962767167541E+14
"2018/09/27",3276765282396290,220237852189220
"2018/09/28",3285646811252732,2.2130654928148E+14
"2018/09/29",3.2657627139947E+15,2.1853739628191E+14
"2018/09/30",3.2601607513416E+15,2.196697548753E+14
"2018/10/01",3240652601422794,2.1176366730518E+14
"2018/10/02",3.2119250787356E+15,2.0972216418856E+14
"2018/10/03",3.2260851864234E+15,2.1437286615564E+14
"2018/10/04",3.2617534589266E+15,2.1444776300316E+14
"2018/10/05",3277001275785446,2.1319268466458E+14
"2018/10/06",3252608506128733,2.0904273534889E+14
"2018/10/07",3.2752891145655E+15,2.0820984584375E+14
"2018/10/08",3311602077646795,2.1188756747573E+14
"2018/10/09",3.289361288764E+15,2.1147497138502E+14
"2018/10/10",3294910495257800,2.0997718792598E+14
"2018/10/11",3.2196992843763E+15,2.0898229678885E+14
"2018/10/12",3.2372085721716E+15,2.0741389655847E+14
"2018/10/13",3196433112526611,2.018281122016E+14
"2018/10/14",3220776039519707,2.0452293549791E+14
"2018/10/15",3215462336329751,2.0077988144955E+14
"2018/10/16",3205593853397788,1.9898381647105E+14
"2018/10/17",3.1898486818619E+15,1.9844726413697E+14
