timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2024-01-31T00:00:00.000Z";"2024-01-31T23:59:59.999Z";"2024-01-31T05:13:00.000Z";"2024-01-31T21:31:00.000Z";"2781";0.477615282;0.4830357063;0.4515888083;0.4544031313;43294918.12;494303611.35;1087808550;"2024-01-31T23:59:59.999Z"
"2024-01-30T00:00:00.000Z";"2024-01-30T23:59:59.999Z";"2024-01-30T10:44:00.000Z";"2024-01-30T15:11:00.000Z";"2781";0.4804908817;0.4887427152;0.4723252202;0.4776054876;49067403.82;519471265.19;1087657656;"2024-01-30T23:59:59.999Z"
"2024-01-29T00:00:00.000Z";"2024-01-29T23:59:59.999Z";"2024-01-29T20:56:00.000Z";"2024-01-29T14:53:00.000Z";"2781";0.468338052;0.4819789902;0.4584129659;0.4804908817;39251371.04;522128113.63;1086655613;"2024-01-29T23:59:59.999Z"
"2024-01-28T00:00:00.000Z";"2024-01-28T23:59:59.999Z";"2024-01-28T01:35:00.000Z";"2024-01-28T22:44:00.000Z";"2781";0.478429261;0.4799292455;0.4634278096;0.468348364;34563230.08;508752017.21;1086268377;"2024-01-28T23:59:59.999Z"
"2024-01-27T00:00:00.000Z";"2024-01-27T23:59:59.999Z";"2024-01-27T21:28:00.000Z";"2024-01-27T07:36:00.000Z";"2781";0.4624312939;0.4816377817;0.4578507189;0.4783728102;35324361.26;519241595.73;1085432919;"2024-01-27T23:59:59.999Z"
"2024-01-26T00:00:00.000Z";"2024-01-26T23:59:59.999Z";"2024-01-26T11:45:00.000Z";"2024-01-26T00:40:00.000Z";"2781";0.4521241334;0.4665602876;0.4467207199;0.4624825977;49534769.36;501791284.87;1084994954;"2024-01-26T23:59:59.999Z"
"2024-01-25T00:00:00.000Z";"2024-01-25T23:59:59.999Z";"2024-01-25T23:01:00.000Z";"2024-01-25T05:53:00.000Z";"2781";0.447748213;0.4539831159;0.4327693549;0.4520828433;48679099.82;490324502.06;1084589936;"2024-01-25T23:59:59.999Z"
"2024-01-24T00:00:00.000Z";"2024-01-24T23:59:59.999Z";"2024-01-24T11:02:00.000Z";"2024-01-24T20:51:00.000Z";"2781";0.4684622328;0.4716758711;0.4363904487;0.4477431021;67418035.92;485075784.5;1083379693;"2024-01-24T23:59:59.999Z"
"2024-01-23T00:00:00.000Z";"2024-01-23T23:59:59.999Z";"2024-01-23T04:33:00.000Z";"2024-01-23T20:05:00.000Z";"2781";0.4992046643;0.5081976132;0.4583424887;0.4684351243;51619446.01;507256812.16;1082875271;"2024-01-23T23:59:59.999Z"
"2024-01-22T00:00:00.000Z";"2024-01-22T23:59:59.999Z";"2024-01-22T00:20:00.000Z";"2024-01-22T19:47:00.000Z";"2781";0.5343678585;0.5360833161;0.4936630224;0.4991638192;44373109;538452647.05;1078709286;"2024-01-22T23:59:59.999Z"
"2024-01-21T00:00:00.000Z";"2024-01-21T23:59:59.999Z";"2024-01-21T18:28:00.000Z";"2024-01-21T01:01:00.000Z";"2781";0.526787153;0.5416824984;0.5241441727;0.5342163575;30739291.15;576044794.17;1078298682;"2024-01-21T23:59:59.999Z"
"2024-01-20T00:00:00.000Z";"2024-01-20T23:59:59.999Z";"2024-01-20T06:54:00.000Z";"2024-01-20T01:01:00.000Z";"2781";0.5296904791;0.534354456;0.5221172925;0.5268201214;33033810.02;567202662.25;1076653376;"2024-01-20T23:59:59.999Z"
"2024-01-19T00:00:00.000Z";"2024-01-19T23:59:59.999Z";"2024-01-19T23:59:00.000Z";"2024-01-19T16:47:00.000Z";"2781";0.5095345421;0.5296499199;0.4964886538;0.5296499199;46320782.63;569767253.6;1075743113;"2024-01-19T23:59:59.999Z"
"2024-01-18T00:00:00.000Z";"2024-01-18T23:59:59.999Z";"2024-01-18T02:38:00.000Z";"2024-01-18T20:03:00.000Z";"2781";0.5405422553;0.5501174187;0.5040669379;0.5095436751;46299564.69;547895477.45;1075266958;"2024-01-18T23:59:59.999Z"
"2024-01-17T00:00:00.000Z";"2024-01-17T23:59:59.999Z";"2024-01-17T00:49:00.000Z";"2024-01-17T07:58:00.000Z";"2781";0.5505686994;0.5520629;0.5358514851;0.5405052977;39195018.62;580589646.73;1074160881;"2024-01-17T23:59:59.999Z"
"2024-01-16T00:00:00.000Z";"2024-01-16T23:59:59.999Z";"2024-01-16T09:28:00.000Z";"2024-01-16T14:47:00.000Z";"2781";0.5400271291;0.5553931317;0.537686598;0.550550782;36652373.5;591210956.27;1073853631;"2024-01-16T23:59:59.999Z"
"2024-01-15T00:00:00.000Z";"2024-01-15T23:59:59.999Z";"2024-01-15T18:46:00.000Z";"2024-01-15T00:00:00.000Z";"2781";0.5317335193;0.5484809825;0.5317335193;0.5401298006;38801274.08;579842856.07;1073525022;"2024-01-15T23:59:59.999Z"
"2024-01-14T00:00:00.000Z";"2024-01-14T23:59:59.999Z";"2024-01-14T00:01:00.000Z";"2024-01-14T23:58:00.000Z";"2781";0.559161179;0.5594742553;0.5317126353;0.5318452251;37408411.94;570744356.2;1073139946;"2024-01-14T23:59:59.999Z"
"2024-01-13T00:00:00.000Z";"2024-01-13T23:59:59.999Z";"2024-01-13T22:14:00.000Z";"2024-01-13T01:17:00.000Z";"2781";0.5510300182;0.5646722319;0.5371356916;0.559143912;44685701.83;599744365.76;1072611814;"2024-01-13T23:59:59.999Z"
"2024-01-12T00:00:00.000Z";"2024-01-12T23:59:59.999Z";"2024-01-12T14:31:00.000Z";"2024-01-12T22:31:00.000Z";"2781";0.5850456471;0.6028737336;0.5357758651;0.5510748633;72895597.1;590771111.77;1072034221;"2024-01-12T23:59:59.999Z"
"2024-01-11T00:00:00.000Z";"2024-01-11T23:59:59.999Z";"2024-01-11T12:58:00.000Z";"2024-01-11T16:32:00.000Z";"2781";0.56469732;0.5919767864;0.560478637;0.5852819607;72797918.11;625839207.59;1069295228;"2024-01-11T23:59:59.999Z"
"2024-01-10T00:00:00.000Z";"2024-01-10T23:59:59.999Z";"2024-01-10T23:23:00.000Z";"2024-01-10T12:58:00.000Z";"2781";0.5203537193;0.5762165489;0.513258479;0.5645675151;70401695.39;603414294.15;1068808031;"2024-01-10T23:59:59.999Z"
"2024-01-09T00:00:00.000Z";"2024-01-09T23:59:59.999Z";"2024-01-09T00:15:00.000Z";"2024-01-09T21:00:00.000Z";"2781";0.5493300025;0.5502819624;0.4962790842;0.5203172347;57855847.89;555848710.05;1068288100;"2024-01-09T23:59:59.999Z"
"2024-01-08T00:00:00.000Z";"2024-01-08T23:59:59.999Z";"2024-01-08T21:43:00.000Z";"2024-01-08T03:28:00.000Z";"2781";0.5166406542;0.5511304753;0.4917337365;0.5492960575;59760849.16;586624826.76;1067957468;"2024-01-08T23:59:59.999Z"
"2024-01-07T00:00:00.000Z";"2024-01-07T23:59:59.999Z";"2024-01-07T07:36:00.000Z";"2024-01-07T23:45:00.000Z";"2781";0.5447496015;0.5543408581;0.5118063728;0.5165564633;41965805.61;550982581.06;1066645411;"2024-01-07T23:59:59.999Z"
"2024-01-06T00:00:00.000Z";"2024-01-06T23:59:59.999Z";"2024-01-06T00:01:00.000Z";"2024-01-06T06:58:00.000Z";"2781";0.5747673249;0.5754177929;0.5310721205;0.5447393221;40244778.91;580891228.81;1066365517;"2024-01-06T23:59:59.999Z"
"2024-01-05T00:00:00.000Z";"2024-01-05T23:59:59.999Z";"2024-01-05T00:29:00.000Z";"2024-01-05T17:11:00.000Z";"2781";0.5830564077;0.5909749115;0.5542045421;0.5746803622;51862277.23;607664597.3;1057395793;"2024-01-05T23:59:59.999Z"
"2024-01-04T00:00:00.000Z";"2024-01-04T23:59:59.999Z";"2024-01-04T07:34:00.000Z";"2024-01-04T02:04:00.000Z";"2781";0.576050919;0.5943089366;0.5700206481;0.5830447597;81288064.98;616326917.72;1057083367;"2024-01-04T23:59:59.999Z"
"2024-01-03T00:00:00.000Z";"2024-01-03T23:59:59.999Z";"2024-01-03T06:41:00.000Z";"2024-01-03T12:13:00.000Z";"2781";0.6286645458;0.637765638;0.51202524;0.5754876038;131906690.98;608028685.58;1056545235;"2024-01-03T23:59:59.999Z"
"2024-01-02T00:00:00.000Z";"2024-01-02T23:59:59.999Z";"2024-01-02T09:44:00.000Z";"2024-01-02T16:22:00.000Z";"2781";0.6290307354;0.6458595485;0.6200401272;0.6286983848;89039540.63;664045123.29;1056222092;"2024-01-02T23:59:59.999Z"
"2024-01-01T00:00:00.000Z";"2024-01-01T23:59:59.999Z";"2024-01-01T23:46:00.000Z";"2024-01-01T04:23:00.000Z";"2781";0.6050057595;0.62906445;0.5953966369;0.6289514;63342780.95;664131138;1055933953;"2024-01-01T23:59:59.999Z"
"2023-12-31T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-31T10:13:00.000Z";"2023-12-31T22:55:00.000Z";"2781";0.6237864888;0.635190479;0.5986381007;0.6043168819;59959373.98;637846605.75;1055483679;"2023-12-31T23:59:59.999Z"
"2023-12-30T00:00:00.000Z";"2023-12-30T23:59:59.999Z";"2023-12-30T06:17:00.000Z";"2023-12-30T20:48:00.000Z";"2781";0.6278637889;0.6421313603;0.620249061;0.6239123673;67897991.91;656404551.09;1052078121;"2023-12-30T23:59:59.999Z"
"2023-12-29T00:00:00.000Z";"2023-12-29T23:59:59.999Z";"2023-12-29T00:20:00.000Z";"2023-12-29T22:22:00.000Z";"2781";0.7009101929;0.7058164414;0.6199566133;0.6279164791;91308506.47;658568701.17;1048815763;"2023-12-29T23:59:59.999Z"
"2023-12-28T00:00:00.000Z";"2023-12-28T23:59:59.999Z";"2023-12-28T23:53:00.000Z";"2023-12-28T14:26:00.000Z";"2781";0.6729472707;0.7064585579;0.6459944612;0.701183411;107360771.13;718680940.98;1024954284;"2023-12-28T23:59:59.999Z"
"2023-12-27T00:00:00.000Z";"2023-12-27T23:59:59.999Z";"2023-12-27T21:15:00.000Z";"2023-12-27T03:36:00.000Z";"2781";0.6347261438;0.6808965367;0.6088388992;0.6728843576;92233900.87;689314092.9;1024416878;"2023-12-27T23:59:59.999Z"
"2023-12-26T00:00:00.000Z";"2023-12-26T23:59:59.999Z";"2023-12-26T14:34:00.000Z";"2023-12-26T17:58:00.000Z";"2781";0.6449425183;0.6787301371;0.6142313574;0.6347904189;112381046.04;650053496.8;1024044279;"2023-12-26T23:59:59.999Z"
"2023-12-25T00:00:00.000Z";"2023-12-25T23:59:59.999Z";"2023-12-25T22:40:00.000Z";"2023-12-25T00:26:00.000Z";"2781";0.6187518345;0.653521244;0.6181104096;0.6449209168;69020632.58;660230002.44;1023737927;"2023-12-25T23:59:59.999Z"
"2023-12-24T00:00:00.000Z";"2023-12-24T23:59:59.999Z";"2023-12-24T14:33:00.000Z";"2023-12-24T05:43:00.000Z";"2781";0.618985544;0.6443575003;0.6097856086;0.6187644078;79932184.51;633157843.07;1023261576;"2023-12-24T23:59:59.999Z"
"2023-12-23T00:00:00.000Z";"2023-12-23T23:59:59.999Z";"2023-12-23T20:05:00.000Z";"2023-12-23T04:07:00.000Z";"2781";0.6166948918;0.6240454282;0.5941267011;0.6190514439;60828348.23;633142236.56;1022761909;"2023-12-23T23:59:59.999Z"
