timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2023-03-31T00:00:00.000Z";"2023-03-31T23:59:59.999Z";"2023-03-31T14:52:00.000Z";"2023-03-31T07:49:00.000Z";"2781";316.6324093211;319.6335754192;313.7864869763;317.0399960631;419430009.47;50056964245.78;157888483.68;"2023-03-31T23:59:59.999Z"
"2023-03-30T00:00:00.000Z";"2023-03-30T23:59:59.999Z";"2023-03-30T02:46:00.000Z";"2023-03-30T03:13:00.000Z";"2781";313.8626128034;317.7957265322;311.0036454243;316.5675531053;594180917.35;49982441630.69;157888706.98;"2023-03-30T23:59:59.999Z"
"2023-03-29T00:00:00.000Z";"2023-03-29T23:59:59.999Z";"2023-03-29T08:40:00.000Z";"2023-03-29T06:07:00.000Z";"2781";313.2275475936;319.532486248;312.7904179574;313.8417707077;482942200.06;49552135789.79;157888912.23;"2023-03-29T23:59:59.999Z"
"2023-03-28T00:00:00.000Z";"2023-03-28T23:59:59.999Z";"2023-03-28T19:56:00.000Z";"2023-03-28T04:25:00.000Z";"2781";310.9465731256;314.9861536952;307.3712844687;313.2606118033;478328373.93;49460441504.2;157889117.37;"2023-03-28T23:59:59.999Z"
"2023-03-27T00:00:00.000Z";"2023-03-27T23:59:59.999Z";"2023-03-27T12:19:00.000Z";"2023-03-27T20:10:00.000Z";"2781";328.9044729635;329.3304946438;306.4544328604;310.9491334746;656817419.67;49095551996.82;157889335.3;"2023-03-27T23:59:59.999Z"
"2023-03-26T00:00:00.000Z";"2023-03-26T23:59:59.999Z";"2023-03-26T23:22:00.000Z";"2023-03-26T00:34:00.000Z";"2781";322.6365168466;329.5675231945;322.0966354229;328.8879903552;363216135.79;51927975468.22;157889545.96;"2023-03-26T23:59:59.999Z"
"2023-03-25T00:00:00.000Z";"2023-03-25T23:59:59.999Z";"2023-03-25T15:56:00.000Z";"2023-03-25T20:03:00.000Z";"2781";322.31984359;325.0028374112;319.9109079025;322.6730602833;439062619.56;50946789304.43;157889813.48;"2023-03-25T23:59:59.999Z"
"2023-03-24T00:00:00.000Z";"2023-03-24T23:59:59.999Z";"2023-03-24T00:25:00.000Z";"2023-03-24T17:52:00.000Z";"2781";329.8080785433;330.1739879638;317.7767929204;322.3593395636;468651735.25;50897314959.58;157889996.39;"2023-03-24T23:59:59.999Z"
"2023-03-23T00:00:00.000Z";"2023-03-23T23:59:59.999Z";"2023-03-23T16:13:00.000Z";"2023-03-23T02:02:00.000Z";"2781";321.8635157508;331.968501845;319.8922010861;329.8370091341;547390924.77;52078037492.72;157890218.66;"2023-03-23T23:59:59.999Z"
"2023-03-22T00:00:00.000Z";"2023-03-22T23:59:59.999Z";"2023-03-22T07:10:00.000Z";"2023-03-22T20:01:00.000Z";"2781";335.2941414024;339.6857946703;317.6002392869;321.8877164652;1280612242.34;50822991269.6;157890434.05;"2023-03-22T23:59:59.999Z"
"2023-03-21T00:00:00.000Z";"2023-03-21T23:59:59.999Z";"2023-03-21T16:40:00.000Z";"2023-03-21T07:16:00.000Z";"2781";333.015796098;339.5477057407;328.9939977881;335.3092422129;638610696.5;52942208088.55;157890691.41;"2023-03-21T23:59:59.999Z"
"2023-03-20T00:00:00.000Z";"2023-03-20T23:59:59.999Z";"2023-03-20T11:28:00.000Z";"2023-03-20T23:52:00.000Z";"2781";337.0009315995;339.7980214874;332.8541015696;332.9230167174;682276623.64;52565516822.76;157890906.26;"2023-03-20T23:59:59.999Z"
"2023-03-19T00:00:00.000Z";"2023-03-19T23:59:59.999Z";"2023-03-19T19:35:00.000Z";"2023-03-19T00:00:00.000Z";"2781";331.5301725655;341.8165811997;331.5301725655;336.9782294811;705888291.72;53205871424.8;157891124.03;"2023-03-19T23:59:59.999Z"
"2023-03-18T00:00:00.000Z";"2023-03-18T23:59:59.999Z";"2023-03-18T06:00:00.000Z";"2023-03-18T16:35:00.000Z";"2781";339.0407394528;346.4451172025;330.7912444323;331.5242935313;828471427.52;52344805502.31;157891311.51;"2023-03-18T23:59:59.999Z"
"2023-03-17T00:00:00.000Z";"2023-03-17T23:59:59.999Z";"2023-03-17T23:41:00.000Z";"2023-03-17T00:43:00.000Z";"2781";329.8863254907;340.2700393685;327.1355902663;339.081152655;934568147.78;53538037405.63;157891516.49;"2023-03-17T23:59:59.999Z"
"2023-03-16T00:00:00.000Z";"2023-03-16T23:59:59.999Z";"2023-03-16T22:20:00.000Z";"2023-03-16T01:47:00.000Z";"2781";307.2134547323;333.0071706659;304.4295255275;329.8608764323;1337194824.02;52082308342.2;157891741.83;"2023-03-16T23:59:59.999Z"
"2023-03-15T00:00:00.000Z";"2023-03-15T23:59:59.999Z";"2023-03-15T08:01:00.000Z";"2023-03-15T17:05:00.000Z";"2781";309.446139761;313.9241741944;301.6941672165;307.1249378659;596861029.16;48492559791.01;157891964.51;"2023-03-15T23:59:59.999Z"
"2023-03-14T00:00:00.000Z";"2023-03-14T23:59:59.999Z";"2023-03-14T15:19:00.000Z";"2023-03-14T08:17:00.000Z";"2781";308.9379964038;319.8389681567;304.0131330628;309.3707927227;866173919.76;48847234567.27;157892198.35;"2023-03-14T23:59:59.999Z"
"2023-03-13T00:00:00.000Z";"2023-03-13T23:59:59.999Z";"2023-03-13T15:33:00.000Z";"2023-03-13T04:13:00.000Z";"2781";289.7408001903;313.7537097384;287.556195989;308.9121954488;1122664621.43;48774894446.61;157892421.1;"2023-03-13T23:59:59.999Z"
"2023-03-12T00:00:00.000Z";"2023-03-12T23:59:59.999Z";"2023-03-12T23:47:00.000Z";"2023-03-12T00:38:00.000Z";"2781";277.9440223067;289.7134092429;276.6386061793;289.6757890769;483074620.42;45737678819.63;157892652.9;"2023-03-12T23:59:59.999Z"
"2023-03-11T00:00:00.000Z";"2023-03-11T23:59:59.999Z";"2023-03-11T02:07:00.000Z";"2023-03-11T08:09:00.000Z";"2781";277.4346568279;281.6440985795;272.2830911575;277.9614107584;523623577.54;43888118187.78;157892845.87;"2023-03-11T23:59:59.999Z"
"2023-03-10T00:00:00.000Z";"2023-03-10T23:59:59.999Z";"2023-03-10T23:19:00.000Z";"2023-03-10T11:46:00.000Z";"2781";277.323522404;278.1007295034;265.712443616;277.4195807473;558776710.59;43802636227.98;157893095.04;"2023-03-10T23:59:59.999Z"
